review_id,review_score,review_text,HostelNumber,review_date,review_language,train_text,Sentiment
4504690,100,amazing place amazing people perfect location so central and easy to find it s a brand new hostel and it s awesome the dorm rooms are spacious with their own bathrooms and there s a lot of common space including a big kitchen and really cool and comfy tv room this is a great place if you are traveling by yourself as there are always activities planned and the staff make sure you get involved bottom line stay here,60936.0,2012-03-31 14:11:22,English,"['amazing', 'place', 'amazing', 'people', 'perfect', 'location', 'so', 'central', 'and', 'easy', 'to', 'find', 'it', 's', 'a', 'brand', 'new', 'hostel', 'and', 'it', 's', 'awesome', 'the', 'dorm', 'rooms', 'are', 'spacious', 'with', 'their', 'own', 'bathrooms', 'and', 'there', 's', 'a', 'lot', 'of', 'common', 'space', 'including', 'a', 'big', 'kitchen', 'and', 'really', 'cool', 'and', 'comfy', 'tv', 'room', 'this', 'is', 'a', 'great', 'place', 'if', 'you', 'are', 'traveling', 'by', 'yourself', 'as', 'there', 'are', 'always', 'activities', 'planned', 'and', 'the', 'staff', 'make', 'sure', 'you', 'get', 'involved', 'bottom', 'line', 'stay', 'here']",0
7438718,94,convenient central location cosy quiet atmosphere with very helpful and welcoming staff a great simple hostel with everything you could need would stay here again recommended,55547.0,2015-08-06 08:11:02,English,"['convenient', 'central', 'location', 'cosy', 'quiet', 'atmosphere', 'with', 'very', 'helpful', 'and', 'welcoming', 'staff', 'a', 'great', 'simple', 'hostel', 'with', 'everything', 'you', 'could', 'need', 'would', 'stay', 'here', 'again', 'recommended']",0
6991147,89,i had a great stay at st christopher s made all the more enjoyable by the friendly staff and great facilities would recommend a stay here to family and friends for sure,501.0,2015-02-23 15:15:24,English,"['i', 'had', 'a', 'great', 'stay', 'at', 'st', 'christopher', 's', 'made', 'all', 'the', 'more', 'enjoyable', 'by', 'the', 'friendly', 'staff', 'and', 'great', 'facilities', 'would', 'recommend', 'a', 'stay', 'here', 'to', 'family', 'and', 'friends', 'for', 'sure']",0
6122972,94,this is a great place best hostel experience i ve had in morocco the staff is genuinely friendly they treated me like a home guest and gave me a great opportunity to experience and understand the local culture it s also great to meet other travelers and share great moments with new friends if you want an authentic essouira experience not just somewhere to sleep this is the place to stay and the medina location is perfect,80846.0,2014-02-03 17:30:45,English,"['this', 'is', 'a', 'great', 'place', 'best', 'hostel', 'experience', 'i', 've', 'had', 'in', 'morocco', 'the', 'staff', 'is', 'genuinely', 'friendly', 'they', 'treated', 'me', 'like', 'a', 'home', 'guest', 'and', 'gave', 'me', 'a', 'great', 'opportunity', 'to', 'experience', 'and', 'understand', 'the', 'local', 'culture', 'it', 's', 'also', 'great', 'to', 'meet', 'other', 'travelers', 'and', 'share', 'great', 'moments', 'with', 'new', 'friends', 'if', 'you', 'want', 'an', 'authentic', 'essouira', 'experience', 'not', 'just', 'somewhere', 'to', 'sleep', 'this', 'is', 'the', 'place', 'to', 'stay', 'and', 'the', 'medina', 'location', 'is', 'perfect']",0
6890990,89,lovely family that runs this well organized great location very friendly usual free breakfast but more available for small cost very good beds quiet location near everything,83291.0,2015-01-07 15:36:50,English,"['lovely', 'family', 'that', 'runs', 'this', 'well', 'organized', 'great', 'location', 'very', 'friendly', 'usual', 'free', 'breakfast', 'but', 'more', 'available', 'for', 'small', 'cost', 'very', 'good', 'beds', 'quiet', 'location', 'near', 'everything']",0
8550975,83,location is a bit out of town 30 mins walk to main station but not really a problem dorms were basic mosquito nets on all the beds clean bathrooms and breakfast included there s not really much of a common area just the table where breakfast was served we only stayed 1 night but staff seemed friendly and held our bags for the day would stay here again,96161.0,2016-01-20 16:01:25,English,"['location', 'is', 'a', 'bit', 'out', 'of', 'town', '30', 'mins', 'walk', 'to', 'main', 'station', 'but', 'not', 'really', 'a', 'problem', 'dorms', 'were', 'basic', 'mosquito', 'nets', 'on', 'all', 'the', 'beds', 'clean', 'bathrooms', 'and', 'breakfast', 'included', 'there', 's', 'not', 'really', 'much', 'of', 'a', 'common', 'area', 'just', 'the', 'table', 'where', 'breakfast', 'was', 'served', 'we', 'only', 'stayed', '1', 'night', 'but', 'staff', 'seemed', 'friendly', 'and', 'held', 'our', 'bags', 'for', 'the', 'day', 'would', 'stay', 'here', 'again']",0
5817065,51,this is in no way a hostel it is a campsite with box huts and a massive communal shower toilet complex which is where the locals or staff hang out to pick up girls on their way out way over priced and the food is expensive don t expect to chill by the pool as music is pumping from 10am also doors on the box huts lock themselves so we were charged a 10 to get our key out of our room lucky we hired a 4x4 and got into the town which is beautiful,35310.0,2013-08-30 20:03:43,English,"['this', 'is', 'in', 'no', 'way', 'a', 'hostel', 'it', 'is', 'a', 'campsite', 'with', 'box', 'huts', 'and', 'a', 'massive', 'communal', 'shower', 'toilet', 'complex', 'which', 'is', 'where', 'the', 'locals', 'or', 'staff', 'hang', 'out', 'to', 'pick', 'up', 'girls', 'on', 'their', 'way', 'out', 'way', 'over', 'priced', 'and', 'the', 'food', 'is', 'expensive', 'don', 't', 'expect', 'to', 'chill', 'by', 'the', 'pool', 'as', 'music', 'is', 'pumping', 'from', '10am', 'also', 'doors', 'on', 'the', 'box', 'huts', 'lock', 'themselves', 'so', 'we', 'were', 'charged', 'a', '10', 'to', 'get', 'our', 'key', 'out', 'of', 'our', 'room', 'lucky', 'we', 'hired', 'a', '4x4', 'and', 'got', 'into', 'the', 'town', 'which', 'is', 'beautiful']",0
6756024,83,if i had booked this as a hotel i would have been very happy the rooms were superb and i was impressed with the reception given by the staff as well as complementary gifts on arrival it is located very close to the train station and it is easy to see the city walking from the front door despite all of the above i would not classify this accommodation as a hostel since there were no common areas no kitchen no lounge no games room or any other area one is able to socialize,17147.0,2014-10-30 07:34:25,English,"['if', 'i', 'had', 'booked', 'this', 'as', 'a', 'hotel', 'i', 'would', 'have', 'been', 'very', 'happy', 'the', 'rooms', 'were', 'superb', 'and', 'i', 'was', 'impressed', 'with', 'the', 'reception', 'given', 'by', 'the', 'staff', 'as', 'well', 'as', 'complementary', 'gifts', 'on', 'arrival', 'it', 'is', 'located', 'very', 'close', 'to', 'the', 'train', 'station', 'and', 'it', 'is', 'easy', 'to', 'see', 'the', 'city', 'walking', 'from', 'the', 'front', 'door', 'despite', 'all', 'of', 'the', 'above', 'i', 'would', 'not', 'classify', 'this', 'accommodation', 'as', 'a', 'hostel', 'since', 'there', 'were', 'no', 'common', 'areas', 'no', 'kitchen', 'no', 'lounge', 'no', 'games', 'room', 'or', 'any', 'other', 'area', 'one', 'is', 'able', 'to', 'socialize']",0
6960155,80,nice and quiet hostel the rooms where good with private bathrooms nice pool and outdoor area good value for the money,13445.0,2015-02-08 22:58:11,English,"['nice', 'and', 'quiet', 'hostel', 'the', 'rooms', 'where', 'good', 'with', 'private', 'bathrooms', 'nice', 'pool', 'and', 'outdoor', 'area', 'good', 'value', 'for', 'the', 'money']",0
5688890,83,the hostel staff were friendly and professional and the place had a nice relaxed atmosphere and very comfortable rooms a few hours after we arrived we asked them for help planning a trip around rajasthan and they straight away planned a great trip for us with a personal driver for a very reasonable price we are currently nearing the end of the tour and it has been a great experience many thanks,38754.0,2013-07-28 10:30:23,English,"['the', 'hostel', 'staff', 'were', 'friendly', 'and', 'professional', 'and', 'the', 'place', 'had', 'a', 'nice', 'relaxed', 'atmosphere', 'and', 'very', 'comfortable', 'rooms', 'a', 'few', 'hours', 'after', 'we', 'arrived', 'we', 'asked', 'them', 'for', 'help', 'planning', 'a', 'trip', 'around', 'rajasthan', 'and', 'they', 'straight', 'away', 'planned', 'a', 'great', 'trip', 'for', 'us', 'with', 'a', 'personal', 'driver', 'for', 'a', 'very', 'reasonable', 'price', 'we', 'are', 'currently', 'nearing', 'the', 'end', 'of', 'the', 'tour', 'and', 'it', 'has', 'been', 'a', 'great', 'experience', 'many', 'thanks']",0
5600976,100,if your looking for somewhere to relax meet people and have some fun this hostel is perfect the rooms are big the bar is cheap and the staff are really helpful i had a great time at this hostel and can t say a bad word about it at night pub crawls and trivia are organised among other things to get everyone together the outdoor pool area was great to chill at in the afternoon this hostel is the perfect place to make some friends and have a good time,50526.0,2013-06-30 12:11:46,English,"['if', 'your', 'looking', 'for', 'somewhere', 'to', 'relax', 'meet', 'people', 'and', 'have', 'some', 'fun', 'this', 'hostel', 'is', 'perfect', 'the', 'rooms', 'are', 'big', 'the', 'bar', 'is', 'cheap', 'and', 'the', 'staff', 'are', 'really', 'helpful', 'i', 'had', 'a', 'great', 'time', 'at', 'this', 'hostel', 'and', 'can', 't', 'say', 'a', 'bad', 'word', 'about', 'it', 'at', 'night', 'pub', 'crawls', 'and', 'trivia', 'are', 'organised', 'among', 'other', 'things', 'to', 'get', 'everyone', 'together', 'the', 'outdoor', 'pool', 'area', 'was', 'great', 'to', 'chill', 'at', 'in', 'the', 'afternoon', 'this', 'hostel', 'is', 'the', 'perfect', 'place', 'to', 'make', 'some', 'friends', 'and', 'have', 'a', 'good', 'time']",0
6002824,91,i stayed at the new building which was pretty cool new nice room clean organized with a nice balcon and calm there s no area for hanging around with people though,6324.0,2013-11-14 19:50:05,English,"['i', 'stayed', 'at', 'the', 'new', 'building', 'which', 'was', 'pretty', 'cool', 'new', 'nice', 'room', 'clean', 'organized', 'with', 'a', 'nice', 'balcon', 'and', 'calm', 'there', 's', 'no', 'area', 'for', 'hanging', 'around', 'with', 'people', 'though']",0
6547931,69,if you are just looking for a place to lay your head at night this is it don t expect frills or top notch security literally anyone can walk through those doors and up to the rooms if they know where they re going staff were super helpful with getting me to gatwick at 4am and moved me to a bottom bunk when i asked to overall it s decent but if i go back i d stay elsewhere and maybe book in advance,39493.0,2014-08-12 14:44:36,English,"['if', 'you', 'are', 'just', 'looking', 'for', 'a', 'place', 'to', 'lay', 'your', 'head', 'at', 'night', 'this', 'is', 'it', 'don', 't', 'expect', 'frills', 'or', 'top', 'notch', 'security', 'literally', 'anyone', 'can', 'walk', 'through', 'those', 'doors', 'and', 'up', 'to', 'the', 'rooms', 'if', 'they', 'know', 'where', 'they', 're', 'going', 'staff', 'were', 'super', 'helpful', 'with', 'getting', 'me', 'to', 'gatwick', 'at', '4am', 'and', 'moved', 'me', 'to', 'a', 'bottom', 'bunk', 'when', 'i', 'asked', 'to', 'overall', 'it', 's', 'decent', 'but', 'if', 'i', 'go', 'back', 'i', 'd', 'stay', 'elsewhere', 'and', 'maybe', 'book', 'in', 'advance']",0
5529981,69,considering ny prices it fits even if it is expensive when compared to average price of hostels in main capitals of the world such as london paris etc where you can stay for half of this price with more facilities etc i will suggest them to have towels for rent considering it is a hostel it is ok to save money on this item but usually backpackers travel with small luggages and a towel is always something big and havy to carry on rent this item would be a nice solution for both parties,801.0,2013-06-03 20:40:07,English,"['considering', 'ny', 'prices', 'it', 'fits', 'even', 'if', 'it', 'is', 'expensive', 'when', 'compared', 'to', 'average', 'price', 'of', 'hostels', 'in', 'main', 'capitals', 'of', 'the', 'world', 'such', 'as', 'london', 'paris', 'etc', 'where', 'you', 'can', 'stay', 'for', 'half', 'of', 'this', 'price', 'with', 'more', 'facilities', 'etc', 'i', 'will', 'suggest', 'them', 'to', 'have', 'towels', 'for', 'rent', 'considering', 'it', 'is', 'a', 'hostel', 'it', 'is', 'ok', 'to', 'save', 'money', 'on', 'this', 'item', 'but', 'usually', 'backpackers', 'travel', 'with', 'small', 'luggages', 'and', 'a', 'towel', 'is', 'always', 'something', 'big', 'and', 'havy', 'to', 'carry', 'on', 'rent', 'this', 'item', 'would', 'be', 'a', 'nice', 'solution', 'for', 'both', 'parties']",0
5264799,77,average room you would expect on a budget so no problem wonderful green hilltop view from rooftop restaurant great food cooked to order but breakfast could use some variety unless you re a fan of cold white toast the staff speak no english are too over worked to find the time to learn so you might want to slip them a nice tip but the husband wife managers are very helpful overall a decent low budget stay tip use a torch on approach road at night my cellphone torch was fine,6684.0,2013-02-02 08:04:23,English,"['average', 'room', 'you', 'would', 'expect', 'on', 'a', 'budget', 'so', 'no', 'problem', 'wonderful', 'green', 'hilltop', 'view', 'from', 'rooftop', 'restaurant', 'great', 'food', 'cooked', 'to', 'order', 'but', 'breakfast', 'could', 'use', 'some', 'variety', 'unless', 'you', 're', 'a', 'fan', 'of', 'cold', 'white', 'toast', 'the', 'staff', 'speak', 'no', 'english', 'are', 'too', 'over', 'worked', 'to', 'find', 'the', 'time', 'to', 'learn', 'so', 'you', 'might', 'want', 'to', 'slip', 'them', 'a', 'nice', 'tip', 'but', 'the', 'husband', 'wife', 'managers', 'are', 'very', 'helpful', 'overall', 'a', 'decent', 'low', 'budget', 'stay', 'tip', 'use', 'a', 'torch', 'on', 'approach', 'road', 'at', 'night', 'my', 'cellphone', 'torch', 'was', 'fine']",0
4424621,71,incredibly cool hostel but it has bed bugs actually saw one crawling around my bed someone else in my room got bit apart from that the place is super cool very high tech knowledgable staff,39901.0,2012-02-14 10:43:35,English,"['incredibly', 'cool', 'hostel', 'but', 'it', 'has', 'bed', 'bugs', 'actually', 'saw', 'one', 'crawling', 'around', 'my', 'bed', 'someone', 'else', 'in', 'my', 'room', 'got', 'bit', 'apart', 'from', 'that', 'the', 'place', 'is', 'super', 'cool', 'very', 'high', 'tech', 'knowledgable', 'staff']",0
7050147,91,sebastian is so nice thank you the girls well they do they job very important that the breakfast starts at 9 00 not before that they think hostel is little bit outside the city close to the beach there is parties every night so if you don t like those it could be little bit noisy if you like you will have a good time there is lot of hammocks that you can spend your time liked it rooms are really small you really don t have space for your things,39208.0,2015-03-23 11:12:20,English,"['sebastian', 'is', 'so', 'nice', 'thank', 'you', 'the', 'girls', 'well', 'they', 'do', 'they', 'job', 'very', 'important', 'that', 'the', 'breakfast', 'starts', 'at', '9', '00', 'not', 'before', 'that', 'they', 'think', 'hostel', 'is', 'little', 'bit', 'outside', 'the', 'city', 'close', 'to', 'the', 'beach', 'there', 'is', 'parties', 'every', 'night', 'so', 'if', 'you', 'don', 't', 'like', 'those', 'it', 'could', 'be', 'little', 'bit', 'noisy', 'if', 'you', 'like', 'you', 'will', 'have', 'a', 'good', 'time', 'there', 'is', 'lot', 'of', 'hammocks', 'that', 'you', 'can', 'spend', 'your', 'time', 'liked', 'it', 'rooms', 'are', 'really', 'small', 'you', 'really', 'don', 't', 'have', 'space', 'for', 'your', 'things']",0
7240646,94,taco taco taco his genuine hospitality made me feel at home he is very knowledgeable of what to do where to go and how much it should cost goes above beyond he deserves to be tipped it will help his nepali family steve was an excellent host at the outback restaurant funny guy pros 1 location in haad rin 5 7 minute walk to sunrise beach where the full moon party takes place 2 3 minute walk to sunset beach where ferry can take you to ko samui 2 atmosphere,50164.0,2015-06-07 12:59:37,English,"['taco', 'taco', 'taco', 'his', 'genuine', 'hospitality', 'made', 'me', 'feel', 'at', 'home', 'he', 'is', 'very', 'knowledgeable', 'of', 'what', 'to', 'do', 'where', 'to', 'go', 'and', 'how', 'much', 'it', 'should', 'cost', 'goes', 'above', 'beyond', 'he', 'deserves', 'to', 'be', 'tipped', 'it', 'will', 'help', 'his', 'nepali', 'family', 'steve', 'was', 'an', 'excellent', 'host', 'at', 'the', 'outback', 'restaurant', 'funny', 'guy', 'pros', '1', 'location', 'in', 'haad', 'rin', '5', '7', 'minute', 'walk', 'to', 'sunrise', 'beach', 'where', 'the', 'full', 'moon', 'party', 'takes', 'place', '2', '3', 'minute', 'walk', 'to', 'sunset', 'beach', 'where', 'ferry', 'can', 'take', 'you', 'to', 'ko', 'samui', '2', 'atmosphere']",0
6234066,86,everything was fantastic except the stench in the women s bathrooms,24985.0,2014-04-16 20:00:02,English,"['everything', 'was', 'fantastic', 'except', 'the', 'stench', 'in', 'the', 'women', 's', 'bathrooms']",0
5835187,89,not suitable for travellers with huge luggage bedrooms with stairs,24780.0,2013-09-05 04:49:51,English,"['not', 'suitable', 'for', 'travellers', 'with', 'huge', 'luggage', 'bedrooms', 'with', 'stairs']",0
5766133,100,great hostel great timw there walking distance from everywhere and pub crawl every day,43131.0,2013-08-18 08:25:00,English,"['great', 'hostel', 'great', 'timw', 'there', 'walking', 'distance', 'from', 'everywhere', 'and', 'pub', 'crawl', 'every', 'day']",0
4586566,100,i would definitely stay here again the owner francesco is very nice and extremely helpful our room was very clean and had a huge locker the beds were comfy and the whole place was very clean the terrace was beautiful a great view and lots of seating the directions to the hostel sounded strange to us at first but they made complete sense once we were walking to the hostel thanks for a great stay,50578.0,2012-05-06 18:31:27,English,"['i', 'would', 'definitely', 'stay', 'here', 'again', 'the', 'owner', 'francesco', 'is', 'very', 'nice', 'and', 'extremely', 'helpful', 'our', 'room', 'was', 'very', 'clean', 'and', 'had', 'a', 'huge', 'locker', 'the', 'beds', 'were', 'comfy', 'and', 'the', 'whole', 'place', 'was', 'very', 'clean', 'the', 'terrace', 'was', 'beautiful', 'a', 'great', 'view', 'and', 'lots', 'of', 'seating', 'the', 'directions', 'to', 'the', 'hostel', 'sounded', 'strange', 'to', 'us', 'at', 'first', 'but', 'they', 'made', 'complete', 'sense', 'once', 'we', 'were', 'walking', 'to', 'the', 'hostel', 'thanks', 'for', 'a', 'great', 'stay']",0
7278705,100,this place was fantastic the lockers were huge the beds comfortable and the location perfect i never had to wait for a toilet or shower breakfast was nice,80651.0,2015-06-20 13:35:21,English,"['this', 'place', 'was', 'fantastic', 'the', 'lockers', 'were', 'huge', 'the', 'beds', 'comfortable', 'and', 'the', 'location', 'perfect', 'i', 'never', 'had', 'to', 'wait', 'for', 'a', 'toilet', 'or', 'shower', 'breakfast', 'was', 'nice']",0
6551943,89,rooms are tiny but that is to be expected from staying on a boat breakfast is included and is a traditional european breakfast rooms were cleaned everyday the owner is super friendly and is there on the boat if you needed to ask something she does lock the main part after 23h but there are back doors that lead directly to room corridors i would highly recommend and would most definitely stay again,28495.0,2014-08-13 18:31:26,English,"['rooms', 'are', 'tiny', 'but', 'that', 'is', 'to', 'be', 'expected', 'from', 'staying', 'on', 'a', 'boat', 'breakfast', 'is', 'included', 'and', 'is', 'a', 'traditional', 'european', 'breakfast', 'rooms', 'were', 'cleaned', 'everyday', 'the', 'owner', 'is', 'super', 'friendly', 'and', 'is', 'there', 'on', 'the', 'boat', 'if', 'you', 'needed', 'to', 'ask', 'something', 'she', 'does', 'lock', 'the', 'main', 'part', 'after', '23h', 'but', 'there', 'are', 'back', 'doors', 'that', 'lead', 'directly', 'to', 'room', 'corridors', 'i', 'would', 'highly', 'recommend', 'and', 'would', 'most', 'definitely', 'stay', 'again']",0
5821890,86,friendly staff and nice location,58496.0,2013-09-01 12:09:11,English,"['friendly', 'staff', 'and', 'nice', 'location']",0
4733374,74,great hostel very nice staff had a nice stay overall just a few suggestions for improvement which would make a huge difference wifi available everywhere air conditioning in common areas not just rooms and especially in the entrance which is where the wifi is kitchen could be better equipped can t do much in there,58080.0,2012-07-14 10:18:30,English,"['great', 'hostel', 'very', 'nice', 'staff', 'had', 'a', 'nice', 'stay', 'overall', 'just', 'a', 'few', 'suggestions', 'for', 'improvement', 'which', 'would', 'make', 'a', 'huge', 'difference', 'wifi', 'available', 'everywhere', 'air', 'conditioning', 'in', 'common', 'areas', 'not', 'just', 'rooms', 'and', 'especially', 'in', 'the', 'entrance', 'which', 'is', 'where', 'the', 'wifi', 'is', 'kitchen', 'could', 'be', 'better', 'equipped', 'can', 't', 'do', 'much', 'in', 'there']",0
6923052,100,this is a very nice and clean guesthouse out of the center of siem reap the staff are very helpful and friendly the group meals are a great way to meet the other guests i like the location since it is in a quieter area but still only 2 blocks from a main road,26048.0,2015-01-21 02:32:26,English,"['this', 'is', 'a', 'very', 'nice', 'and', 'clean', 'guesthouse', 'out', 'of', 'the', 'center', 'of', 'siem', 'reap', 'the', 'staff', 'are', 'very', 'helpful', 'and', 'friendly', 'the', 'group', 'meals', 'are', 'a', 'great', 'way', 'to', 'meet', 'the', 'other', 'guests', 'i', 'like', 'the', 'location', 'since', 'it', 'is', 'in', 'a', 'quieter', 'area', 'but', 'still', 'only', '2', 'blocks', 'from', 'a', 'main', 'road']",0
5449061,94,it was really good,36600.0,2013-05-03 12:54:45,English,"['it', 'was', 'really', 'good']",0
