id,country,poor
31665,B,0.012696285732090473
72500,B,0.04758775606751442
70793,B,0.20116251707077026
42953,B,0.0054914928041398525
14944,B,0.046394627541303635
93417,B,0.005310204811394215
48266,B,0.044893618673086166
71348,B,0.09691651165485382
32606,B,0.04576938971877098
41107,B,0.046318717300891876
28001,B,0.029494451358914375
8641,B,0.020049113780260086
13829,B,0.015008028596639633
16375,B,0.028329433873295784
56091,B,0.0028061207849532366
65795,B,0.006311750039458275
74581,B,0.0015387916937470436
67780,B,0.0984959751367569
45588,B,0.016359591856598854
10436,B,0.008095093071460724
59581,B,0.05012292042374611
98935,B,0.019704336300492287
9766,B,0.011465683579444885
81489,B,0.057898979634046555
97239,B,0.13711422681808472
14815,B,0.021714789792895317
90111,B,0.03906062990427017
97125,B,0.15915660560131073
72470,B,0.004954286385327578
69539,B,0.016368579119443893
1477,B,0.031186843290925026
25810,B,0.2108432948589325
60760,B,0.03436581790447235
86709,B,0.03976593539118767
71675,B,0.0018934906693175435
88914,B,0.10055427998304367
3596,B,0.03260570764541626
35449,B,0.03944507613778114
22788,B,0.0037982086651027203
81414,B,0.39449068903923035
54016,B,0.0558960847556591
13416,B,0.3228578567504883
95135,B,0.08366388082504272
11145,B,0.030942624434828758
34468,B,0.05026210471987724
98924,B,0.011035416275262833
66419,B,0.01541951298713684
42597,B,0.015108929015696049
59861,B,0.009420911781489849
47536,B,0.07155070453882217
24029,B,0.02179316245019436
72289,B,0.08283015340566635
42424,B,0.0023305926006287336
14644,B,0.06479198485612869
54351,B,0.0031294329091906548
26585,B,0.008586731739342213
85846,B,0.01118490006774664
75832,B,0.11074977368116379
90446,B,0.16932761669158936
19509,B,0.0012394835939630866
36663,B,0.03446310758590698
65640,B,0.010543805547058582
33800,B,0.05086182802915573
82292,B,0.015460293740034103
63919,B,0.04075126349925995
78108,B,0.20710627734661102
23218,B,0.09663492441177368
46507,B,0.0041668955236673355
12881,B,0.0271102674305439
6561,B,0.010013754479587078
92812,B,0.06181073561310768
90133,B,0.019323445856571198
33315,B,0.008615413680672646
51492,B,0.021728038787841797
59516,B,0.015387707389891148
98682,B,0.0046748993918299675
42547,B,0.004970209673047066
63690,B,0.0051371268928050995
4525,B,0.001939466455951333
63244,B,0.0532417818903923
81839,B,0.005415584426373243
49052,B,0.007458670064806938
21753,B,0.009760482236742973
44180,B,0.006994154769927263
30571,B,0.0038056347984820604
88166,B,0.05422760546207428
2655,B,0.0017267161747440696
15861,B,0.01258878968656063
80736,B,0.0031824172474443913
39751,B,0.023315269500017166
58976,B,0.00644992059096694
80715,B,0.008142011240124702
40036,B,0.024113597348332405
44413,B,0.008228393271565437
51607,B,0.01696269027888775
76740,B,0.012512545101344585
35703,B,0.387603223323822
58957,B,0.01273560430854559
65131,B,0.0010976153425872326
17145,B,0.0036364065017551184
78307,B,0.036041565239429474
70568,B,0.015199416317045689
95071,B,0.05405072122812271
26730,B,0.1456606686115265
63116,B,0.0014688462251797318
26574,B,0.036890678107738495
26902,B,0.1330861896276474
45531,B,0.04866107553243637
97446,B,0.0034148895647376776
88853,B,0.006962658371776342
75231,B,0.03328600898385048
74483,B,0.3870667815208435
47532,B,0.01143262255936861
20768,B,0.05117034167051315
11136,B,0.03422492370009422
48147,B,0.013281090185046196
95701,B,0.01503819227218628
59049,B,0.04317690059542656
55032,B,0.01921604387462139
82180,B,0.005422539077699184
13354,B,0.14922977983951569
98827,B,0.04128141328692436
78865,B,0.003655854845419526
40806,B,0.09130679070949554
43771,B,0.019651567563414574
71024,B,0.005831016693264246
80469,B,0.03534447401762009
67256,B,0.005161713808774948
96808,B,0.005170779302716255
85553,B,0.05483197048306465
82047,B,0.3422079384326935
31570,B,0.03318516165018082
68809,B,0.10757940262556076
74267,B,0.267078697681427
7631,B,0.011378501541912556
75717,B,0.5448490381240845
56647,B,0.0023979840334504843
59988,B,0.008549672551453114
76348,B,0.31269097328186035
53732,B,0.021832002326846123
89258,B,0.0008446262800134718
9157,B,0.012503905221819878
51900,B,0.21949957311153412
22388,B,0.009398536756634712
37602,B,0.017075039446353912
60793,B,0.004043811932206154
16471,B,0.019076192751526833
86052,B,0.0029517202638089657
49860,B,0.19266775250434875
56050,B,0.03824573755264282
1066,B,0.048127517104148865
23535,B,0.016213851049542427
42035,B,0.008412440307438374
91940,B,0.40680432319641113
63799,B,0.00470883259549737
59640,B,0.015119795687496662
4661,B,0.34946179389953613
83318,B,0.03286786377429962
61649,B,0.007075661327689886
79379,B,0.10200008004903793
48595,B,0.014626194722950459
75900,B,0.016669118776917458
51697,B,0.012525195255875587
13199,B,0.1247527152299881
25090,B,0.01637767255306244
47572,B,0.014565649442374706
37138,B,0.12509694695472717
91440,B,0.017554566264152527
3485,B,0.008485556580126286
79982,B,0.007781121879816055
36702,B,0.0065312618389725685
64581,B,0.002711594570428133
87498,B,0.009595285169780254
89020,B,0.006022308487445116
61192,B,0.002934447955340147
65712,B,0.04410744458436966
83514,B,0.050674401223659515
7523,B,0.005919429939240217
31365,B,0.033033162355422974
38918,B,0.125374436378479
77069,B,0.013953767716884613
35129,B,0.001546248677186668
83429,B,0.009560334496200085
82947,B,0.024005640298128128
16246,B,0.009036551229655743
60321,B,0.020669318735599518
21083,B,0.01296962983906269
55794,B,0.056797370314598083
9658,B,0.005505176726728678
30964,B,0.01483422052115202
75937,B,0.018080446869134903
28980,B,0.0064354282803833485
6322,B,0.0018727962160483003
88287,B,0.019510256126523018
66667,B,0.0869702398777008
55501,B,0.015766067430377007
53837,B,0.0038930727168917656
81174,B,0.01190457958728075
53756,B,0.09277935326099396
71240,B,0.011990437284111977
56417,B,0.03481784835457802
19601,B,0.010653963312506676
86377,B,0.07733628153800964
74990,B,0.013936399482190609
68883,B,0.013683034107089043
20459,B,0.009571890346705914
88083,B,0.03014715388417244
87642,B,0.07855174690485
66631,B,0.23138031363487244
89126,B,0.11831894516944885
30318,B,0.03423422574996948
3600,B,0.01343116071075201
50242,B,0.007022370584309101
80986,B,0.005000111181288958
73091,B,0.0026338226161897182
10990,B,0.37021276354789734
16783,B,0.01243982557207346
46318,B,0.006980553735047579
50548,B,0.1877613067626953
14726,B,0.026631632819771767
4292,B,0.013786861672997475
53321,B,0.013905713334679604
27169,B,0.007301823701709509
32575,B,0.006862263195216656
84443,B,0.014189324341714382
86942,B,0.014697168953716755
73706,B,0.006261918693780899
97123,B,0.5394137501716614
17171,B,0.05732814967632294
5399,B,0.03362231329083443
97084,B,0.00376172736287117
45143,B,0.01800478622317314
23211,B,0.02338673174381256
54508,B,0.03902526944875717
17742,B,0.08664612472057343
86750,B,0.013409133069217205
31950,B,0.038151632994413376
17724,B,0.01662256009876728
23387,B,0.008039083331823349
91414,B,0.06300509721040726
64280,B,0.2076314091682434
18039,B,0.049505893141031265
40749,B,0.3009604513645172
36442,B,0.007772563491016626
93920,B,0.07401929050683975
80481,B,0.03317327797412872
14778,B,0.014576207846403122
33043,B,0.05661410093307495
82190,B,0.0753529742360115
44028,B,0.04581691697239876
8627,B,0.07953976094722748
58135,B,0.02434445545077324
61436,B,0.007955406792461872
4570,B,0.003862825920805335
26823,B,0.10262957215309143
19187,B,0.004747896455228329
6344,B,0.01551252231001854
6791,B,0.07509679347276688
57093,B,0.003823873121291399
43846,B,0.0017861962551251054
54397,B,0.0021926630288362503
86358,B,0.3138263523578644
17990,B,0.0033031804487109184
42964,B,0.011214472353458405
24809,B,0.014243191108107567
54232,B,0.003028196282684803
30777,B,0.018900610506534576
4467,B,0.004564363043755293
7909,B,0.046678073704242706
34185,B,0.018262546509504318
61249,B,0.013676343485713005
47382,B,0.10837731510400772
55510,B,0.025173183530569077
40463,B,0.03479694202542305
14983,B,0.00422460725530982
27092,B,0.011958821676671505
25539,B,0.0490117147564888
75747,B,0.02104155905544758
86111,B,0.0009595563169568777
34192,B,0.08034700900316238
65285,B,0.19142530858516693
76935,B,0.005363293457776308
67572,B,0.02553829923272133
73194,B,0.09716571122407913
60005,B,0.015716833993792534
6668,B,0.2959801256656647
89237,B,0.00756964273750782
91091,B,0.0301116444170475
34243,B,0.0008831291925162077
39819,B,0.005408099852502346
13759,B,0.03307628631591797
92320,B,0.005649843253195286
72399,B,0.015712976455688477
1514,B,0.006104642990976572
75567,B,0.004547197371721268
95710,B,0.004362232983112335
93632,B,0.0016116604674607515
57909,B,0.027859743684530258
30465,B,0.042356185615062714
14098,B,0.024817602708935738
63680,B,0.013995214365422726
22559,B,0.01574280485510826
34193,B,0.02066243253648281
58737,B,0.01499953679740429
82195,B,0.001753286924213171
73307,B,0.04650251567363739
18866,B,0.17022624611854553
62410,B,0.01741892285645008
19731,B,0.007116366643458605
7153,B,0.003273509908467531
6762,B,0.10659998655319214
1147,B,0.024839049205183983
13079,B,0.04759161174297333
62611,B,0.006318716332316399
11677,B,0.034789200872182846
86312,B,0.06926994770765305
63881,B,0.01364885363727808
16423,B,0.03748152405023575
37934,B,0.16446435451507568
56466,B,0.05400955677032471
89856,B,0.0035116884391754866
48290,B,0.013627160340547562
8862,B,0.10974974930286407
92229,B,0.010506665334105492
75795,B,0.047471463680267334
41523,B,0.06411994993686676
71563,B,0.006779308896511793
6770,B,0.0032681033480912447
23676,B,0.002389254281297326
84634,B,0.07309693843126297
69812,B,0.0068459659814834595
19628,B,0.3825511932373047
78698,B,0.8203960061073303
84043,B,0.0039139497093856335
17846,B,0.0007599468226544559
13743,B,0.017024310305714607
21688,B,0.019666727632284164
56646,B,0.049297213554382324
68850,B,0.022991079837083817
77760,B,0.014870661310851574
28856,B,0.008828345686197281
71657,B,0.10988212376832962
54453,B,0.09935430437326431
30326,B,0.013592950999736786
58541,B,0.022497721016407013
36699,B,0.1974128633737564
26854,B,0.010391520336270332
61931,B,0.002652692375704646
10260,B,0.016430998221039772
97951,B,0.0030682773794978857
80120,B,0.003993550781160593
54720,B,0.033886902034282684
17333,B,0.011388536542654037
26998,B,0.0034405668266117573
13039,B,0.004863047040998936
32320,B,0.03788472339510918
52131,B,0.006567785982042551
33824,B,0.027478348463773727
3609,B,0.009050930850207806
18175,B,0.0027856670785695314
73631,B,0.02013813890516758
47466,B,0.015035056509077549
97757,B,0.0021561114117503166
97867,B,0.8633559942245483
7164,B,0.33229124546051025
28559,B,0.008074871264398098
74610,B,0.04107110947370529
99340,B,0.10092062503099442
80831,B,0.006996506825089455
51896,B,0.018846364691853523
86640,B,0.013395112007856369
32686,B,0.5369857549667358
68886,B,0.01727619767189026
87569,B,0.10644209384918213
27659,B,0.021240849047899246
63843,B,0.010244511067867279
25543,B,0.012699292041361332
96540,B,0.021777117624878883
97353,B,0.03443024680018425
23948,B,0.00577935017645359
84756,B,0.006904082838445902
32878,B,0.0068308282643556595
54445,B,0.00694649200886488
29314,B,0.03324771299958229
37537,B,0.012454578652977943
66314,B,0.04772850126028061
34385,B,0.1611873358488083
64022,B,0.008172515779733658
84378,B,0.009803497232496738
39065,B,0.021398484706878662
33028,B,0.013803495094180107
11124,B,0.02339618094265461
17290,B,0.7341816425323486
58198,B,0.0059612831100821495
21799,B,0.3356391191482544
48996,B,0.012007842771708965
58698,B,0.003719824366271496
21978,B,0.04227225109934807
56673,B,0.03837374225258827
51691,B,0.23571562767028809
49662,B,0.0058094654232263565
83991,B,0.06586747616529465
51083,B,0.01474658865481615
6045,B,0.003944754600524902
72969,B,0.02535565197467804
53078,B,0.013297490775585175
91604,B,0.07204658538103104
98753,B,0.007188398856669664
91403,B,0.001924193580634892
73792,B,0.023266678676009178
86149,B,0.022133229300379753
59745,B,0.023855973035097122
91412,B,0.004295429680496454
90921,B,0.001451478572562337
78571,B,0.002745263511314988
75353,B,0.0010790372034534812
68575,B,0.06585022807121277
86935,B,0.021362796425819397
42359,B,0.014301232993602753
32336,B,0.12001485377550125
49004,B,0.021104613319039345
13578,B,0.2705423831939697
61492,B,0.0014722070191055536
38361,B,0.0031143748201429844
86074,B,0.10057476162910461
71831,B,0.4210445284843445
22966,B,0.1230662614107132
4846,B,0.016375813633203506
64151,B,0.016029387712478638
96213,B,0.015452123247087002
84538,B,0.049743734300136566
80609,B,0.0958520919084549
56354,B,0.00863325409591198
4280,B,0.022238679230213165
71168,B,0.11069951206445694
27776,B,0.020229408517479897
16532,B,0.0075621819123625755
27184,B,0.01576380990445614
46270,B,0.01360231451690197
8906,B,0.0967821478843689
12687,B,0.008395790122449398
83550,B,0.05164402723312378
69323,B,0.19366714358329773
66154,B,0.014664399437606335
78742,B,0.019560713320970535
15841,B,0.05228551849722862
49698,B,0.01263542752712965
97704,B,0.027253521606326103
24794,B,0.0020017046481370926
77379,B,0.024738825857639313
36341,B,0.05258842557668686
91958,B,0.01377261895686388
67269,B,0.010556289926171303
6819,B,0.006473299581557512
89598,B,0.06926553696393967
45532,B,0.005804433021694422
64900,B,0.0044028484262526035
76293,B,0.10498400777578354
5061,B,0.027405275031924248
92601,B,0.0356757678091526
28830,B,0.029083801433444023
18167,B,0.2954608201980591
54167,B,0.003959566820412874
53009,B,0.09034504741430283
32555,B,0.023739172145724297
78836,B,0.34391269087791443
93844,B,0.029910674318671227
72704,B,0.050501879304647446
15561,B,0.28852754831314087
93010,B,0.31296446919441223
42076,B,0.030390571802854538
3243,B,0.11508460342884064
74569,B,0.04270961135625839
38956,B,0.05547086521983147
46157,B,0.09222634881734848
21045,B,0.1365041881799698
15609,B,0.005604556296020746
91451,B,0.02664526365697384
68212,B,0.05816539004445076
2486,B,0.006643897388130426
5048,B,0.07563024759292603
62197,B,0.003159651532769203
78064,B,0.008252238854765892
15220,B,0.016981465741991997
40165,B,0.0018024283926934004
98812,B,0.12590445578098297
31462,B,0.10116896033287048
57930,B,0.002541640307754278
33379,B,0.0009982807096093893
34011,B,0.01925491727888584
71323,B,0.08070424199104309
16052,B,0.11570289731025696
63365,B,0.04067813977599144
78831,B,0.27373626828193665
5749,B,0.05686506628990173
65053,B,0.004031239077448845
81737,B,0.2125118523836136
82558,B,0.05086062103509903
58880,B,0.0021815390791743994
29211,B,0.054845117032527924
32385,B,0.03335420787334442
69126,B,0.004817178472876549
88255,B,0.0072745284996926785
21971,B,0.00042180001037195325
28752,B,0.01500676665455103
66858,B,0.047289878129959106
10612,B,0.012871228158473969
86420,B,0.019426872953772545
88250,B,0.025232946500182152
87138,B,0.003924329299479723
57151,B,0.08332759141921997
43233,B,0.0030883189756423235
6185,B,0.010260459035634995
51367,B,0.008407040499150753
86470,B,0.014458795078098774
25472,B,0.04495495185256004
52113,B,0.007783757522702217
30485,B,0.30369094014167786
47509,B,0.002432857407256961
47119,B,0.021688923239707947
71875,B,0.20046363770961761
95835,B,0.46807000041007996
81164,B,0.006300067529082298
47711,B,0.040129389613866806
47221,B,0.0823010578751564
40345,B,0.010271965526044369
48991,B,0.36320823431015015
71849,B,0.004906085319817066
26505,B,0.0028094626031816006
5150,B,0.001994911814108491
44058,B,0.025125954300165176
49145,B,0.0956648662686348
15075,B,0.0028677433729171753
359,B,0.003030533669516444
58711,B,0.03378519415855408
7168,B,0.0025425860658288
90025,B,0.01352348830550909
16244,B,0.020797278732061386
56187,B,0.045119091868400574
6073,B,0.0022837643045932055
70933,B,0.014290280640125275
40573,B,0.035596176981925964
45338,B,0.04369032382965088
61956,B,0.004095916636288166
65074,B,0.01948033832013607
62318,B,0.04060400277376175
32225,B,0.019773099571466446
36643,B,0.12622195482254028
63861,B,0.005424159113317728
63449,B,0.01107055228203535
58478,B,0.005088816862553358
56630,B,0.11358091235160828
44575,B,0.4954841434955597
24602,B,0.043222058564424515
46518,B,0.2183898389339447
31515,B,0.0006469452055171132
10047,B,0.05314250290393829
22649,B,0.002904480556026101
82704,B,0.005144453141838312
79311,B,0.04273192957043648
92381,B,0.008144923485815525
20371,B,0.14008238911628723
63533,B,0.09188752621412277
97841,B,0.7706537842750549
12530,B,0.07240595668554306
9314,B,0.0028114549349993467
13864,B,0.01960006169974804
53829,B,0.17400333285331726
3745,B,0.003978169988840818
45018,B,0.0481395348906517
63596,B,0.005558892618864775
70290,B,0.05130961537361145
22873,B,0.08822358399629593
62398,B,0.02889876998960972
58726,B,0.012509417720139027
23332,B,0.0587623156607151
9208,B,0.04494085535407066
5326,B,0.03724440559744835
86423,B,0.006100424099713564
16033,B,0.011046485975384712
77918,B,0.03235887363553047
15504,B,0.036738134920597076
86902,B,0.004299898166209459
37117,B,0.09712541103363037
44872,B,0.0027122367173433304
62967,B,0.12472885102033615
67998,B,0.012828875333070755
47253,B,0.12436331063508987
82914,B,0.4186340868473053
5937,B,0.0036775078624486923
99554,B,0.029002336785197258
2857,B,0.008661394007503986
70063,B,0.028159350156784058
954,B,0.07656307518482208
36440,B,0.03771115094423294
93336,B,0.020328951999545097
14105,B,0.026305511593818665
97673,B,0.11739363521337509
70061,B,0.15084579586982727
11147,B,0.006345211062580347
12894,B,0.18076619505882263
5504,B,0.004152931272983551
6426,B,0.03537674620747566
7994,B,0.0035161415580660105
98949,B,0.12707144021987915
82109,B,0.006740238051861525
57198,B,0.0070309448055922985
44155,B,0.026231497526168823
27516,B,0.07634790986776352
70558,B,0.026985682547092438
26910,B,0.004692943766713142
53940,B,0.05241221562027931
29068,B,0.02029857225716114
77846,B,0.03327755257487297
96693,B,0.03075886145234108
69492,B,0.0004095465992577374
5752,B,0.0009188438416458666
47791,B,0.10446333140134811
48004,B,0.04353231191635132
86782,B,0.010137404315173626
33891,B,0.004932910669595003
23568,B,0.33438804745674133
32737,B,0.030052583664655685
69369,B,0.06608591228723526
67577,B,0.05667538940906525
56713,B,0.014362726360559464
28734,B,0.03828408569097519
92356,B,0.26067471504211426
68566,B,0.09338326007127762
48890,B,0.05163555219769478
50112,B,0.00902420561760664
43400,B,0.0321342796087265
3019,B,0.05315081775188446
36312,B,0.00382061256095767
62683,B,0.011330289766192436
29742,B,0.003804147243499756
70259,B,0.007224164437502623
68768,B,0.007112014573067427
80720,B,0.002592384582385421
58190,B,0.005445477552711964
50923,B,0.0008676705183461308
77824,B,0.000810996862128377
29434,B,0.05299220234155655
21613,B,0.024523891508579254
38797,B,0.02435789629817009
99650,B,0.01164582371711731
31829,B,0.0030231906566768885
93096,B,0.00681773666292429
85937,B,0.027474677190184593
22287,B,0.014959735795855522
26584,B,0.00453276326879859
38422,B,0.17333632707595825
93213,B,0.03163351118564606
55351,B,0.039309777319431305
54515,B,0.009871173650026321
85175,B,0.027731936424970627
33383,B,0.08979746699333191
29428,B,0.011456445790827274
32134,B,0.02593185193836689
81620,B,0.08878368139266968
85646,B,0.08526237308979034
97312,B,0.009256417863070965
58158,B,0.04064612463116646
56268,B,0.05144449695944786
18754,B,0.010242557153105736
51564,B,0.09146175533533096
66216,B,0.03494196757674217
96506,B,0.4434683918952942
38926,B,0.012432096526026726
3722,B,0.05014868080615997
51885,B,0.005192064214497805
24986,B,0.021199677139520645
8527,B,0.0505148246884346
95707,B,0.014456885866820812
22271,B,0.01892281137406826
62146,B,0.16861595213413239
6224,B,0.052645426243543625
68104,B,0.25159329175949097
82938,B,0.025678394362330437
10173,B,0.024391571059823036
11970,B,0.03864669427275658
69617,B,0.03482060506939888
71566,B,0.005346508696675301
190,B,0.11527639627456665
53184,B,0.05068232864141464
37629,B,0.014345219358801842
32103,B,0.26400259137153625
92470,B,0.008221150375902653
34995,B,0.008146845735609531
16843,B,0.31519532203674316
4449,B,0.05314534902572632
83244,B,0.0889568030834198
57847,B,0.03523808345198631
55595,B,0.015375299379229546
61357,B,0.03429586440324783
67142,B,0.10961605608463287
69020,B,0.03572268411517143
73329,B,0.019551122561097145
501,B,0.11617198586463928
84512,B,0.01536340918391943
9821,B,0.07382581382989883
6937,B,0.0023542260751128197
95740,B,0.017715012654662132
31247,B,0.004827151075005531
30060,B,0.011964226141571999
45870,B,0.01062434446066618
61834,B,0.09535989165306091
77939,B,0.010773737914860249
71043,B,0.01059733796864748
43470,B,0.004386584740132093
68761,B,0.019846880808472633
1443,B,0.03826748952269554
60086,B,0.04452637955546379
71664,B,0.07453503459692001
30373,B,0.10811042785644531
66877,B,0.25834307074546814
76924,B,0.023203954100608826
87271,B,0.015702787786722183
45711,B,0.08057593554258347
91080,B,0.007555378135293722
93649,B,0.0037076317239552736
59583,B,0.0035118088126182556
8355,B,0.019127072766423225
87098,B,0.06646177172660828
68215,B,0.007905836217105389
6781,B,0.1451875865459442
95389,B,0.09802264720201492
41893,B,0.006661253049969673
26737,B,0.0035218431148678064
71758,B,0.010459245182573795
71960,B,0.05004933476448059
75740,B,0.02764929085969925
84970,B,0.01340123824775219
20562,B,0.012612758204340935
94848,B,0.21292750537395477
50537,B,0.10826122760772705
94109,B,0.7326609492301941
85443,B,0.02785230427980423
93276,B,0.0024959451984614134
33808,B,0.01733306236565113
15081,B,0.06902113556861877
79842,B,0.0010655568912625313
98399,B,0.035359062254428864
1724,B,0.0013518654741346836
66669,B,0.005425849463790655
47776,B,0.06981870532035828
5385,B,0.7635238766670227
74641,B,0.041488729417324066
40999,B,0.006061218213289976
39896,B,0.008070442825555801
81250,B,0.021058199927210808
81513,B,0.044057585299015045
10543,B,0.00867382064461708
58759,B,0.1371266096830368
89128,B,0.10246060788631439
2640,B,0.050173286348581314
6447,B,0.11567598581314087
4313,B,0.028519727289676666
96110,B,0.08793459087610245
47661,B,0.053865134716033936
81176,B,0.014684311114251614
98805,B,0.017130259424448013
59919,B,0.007760404143482447
80724,B,0.00502672279253602
28959,B,0.01952327787876129
83944,B,0.016545385122299194
79528,B,0.10112764686346054
