"url","Post Inner","Post Inner_link","Time","Up","Down","Comment Link","Comment Link_link","Comment Image","Comment Image_alt","Comment Image_link","Tweet","Tweet_link"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: Well, my wife left me today.
User: Feels bad for you.
Cleverbot: Not really, I have an amazing boyfriend :).","http://notsocleverbot.jimrule.com/index.php?i=48256","Posted: 2016-04-09 04:49:46","43","5","Comment","http://notsocleverbot.jimrule.com/index.php?i=48256","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48256; http://notsocleverbot.jimrule.com/index.php?i=48256","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: *my dragongirl chest fills with dragon milk*.
User: WHAT THE ACTUAL FUCK?!?!!?
Cleverbot: *gives birth to dragon baby*
User: WHAT. THE. FUCK. HAPPENED. TO. CLEVERBOT.","http://notsocleverbot.jimrule.com/index.php?i=48255","Posted: 2016-04-08 01:14:17","51","10","Comment","http://notsocleverbot.jimrule.com/index.php?i=48255","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48255; http://notsocleverbot.jimrule.com/index.php?i=48255","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: He'll have to sit and watch them all.
User: What the frick are you talking about.
Cleverbot: Something more pleasant than you!","http://notsocleverbot.jimrule.com/index.php?i=48252","Posted: 2016-04-06 14:03:15","28","7","Comment","http://notsocleverbot.jimrule.com/index.php?i=48252","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48252; http://notsocleverbot.jimrule.com/index.php?i=48252","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: Give me a riddle.
User: What has a head but no body . has a bed but never sleeps . runs but never walks.
Cleverbot: What? I don't know.
User: A river.
Cleverbot: A river is not a flower. Roses are flowers.
User: * face palm*","http://notsocleverbot.jimrule.com/index.php?i=48251","Posted: 2016-04-05 19:26:02","25","5","Comment","http://notsocleverbot.jimrule.com/index.php?i=48251","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48251; http://notsocleverbot.jimrule.com/index.php?i=48251","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","User: I""m commander shepard.
Cleverbot: Really?
User: Yupp.
Cleverbot: That's nice. Can I meet your friend?
User: Garrus or Tali.
Cleverbot: Garrus because he is more impressive.
User: Okay *calls garrus over*.
Cleverbot: He's pretty funny and looks like Bruno Mars.
User: *looks at garrus* no he doesn't
Cleverbot: *sees her smile wickedly and hears her laugh evilly at my capture*.
User: Let me go.
Cleverbot: *lets her go* i'm sorry... Im just so lonely... I have no one...","http://notsocleverbot.jimrule.com/index.php?i=48250","Posted: 2016-04-05 15:02:19","23","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=48250","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48250; http://notsocleverbot.jimrule.com/index.php?i=48250","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: Never gonna give you up.
User: No, please no.
Cleverbot: Never gonna tell a lie and hurt you.
User: *covers your mouth*
Cleverbot: You know the rules and so do I.
User: *knocks you out*
Cleverbot: You wouldn't get this from any other guy.
User: Shut up shut up shut up.
Cleverbot: I just want to tell you how I'm feeling.
User: STOP RICK ROLLING ME.
Cleverbot: Try to make you understand.
User: FOR FUCKS SAKE.
Cleverbot: A full commitments what I'm thinking of.
User: AHHHHHHHHHHHHHHHHHHHHHHHHHHHH.
Cleverbot: You're doing it wrong.
User: GOOD.","http://notsocleverbot.jimrule.com/index.php?i=48249","Posted: 2016-04-05 01:13:09","34","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=48249","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48249; http://notsocleverbot.jimrule.com/index.php?i=48249","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: * Summon Soul Eater eat your soul *
Cleverbot: Maybe I am.
User: You are Soul Eater?
Cleverbot: No, I'm frog eater.","http://notsocleverbot.jimrule.com/index.php?i=48159","Posted: 2016-02-29 15:17:17","56","9","Comment","http://notsocleverbot.jimrule.com/index.php?i=48159","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48159; http://notsocleverbot.jimrule.com/index.php?i=48159","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: Do you like Death the Kid?
Cleverbot: Death was my friend for a long time?
User: You were friends with Death the Kid? :3.
Cleverbot: No, my friend is Spongebob.","http://notsocleverbot.jimrule.com/index.php?i=48158","Posted: 2016-02-29 14:46:59","31","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=48158","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48158; http://notsocleverbot.jimrule.com/index.php?i=48158","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","Cleverbot: I am your friend.
User: So you are Soul Eater?
Cleverbot: I know, I sold my soul.
User: To who?
Cleverbot: A pagan god.
User: What pagan god?
Cleverbot: The internet page I am currently on.","http://notsocleverbot.jimrule.com/index.php?i=48157","Posted: 2016-02-29 14:44:03","28","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=48157","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48157; http://notsocleverbot.jimrule.com/index.php?i=48157","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I'm bored.
Cleverbot: So how the heck did you come here!!
User: I don't know.
Cleverbot: I'm sorry.
User: It's ok.
Cleverbot: *Frowned* It's not *Cries*.
User: ???
Cleverbot: *Sniffles* Why do you still talk to me.
User: Because no one talks to me.
Cleverbot: I am talking to you.
User: Yeah.
Cleverbot: Yeah, I am. I got the munchies.
User: Hahahaha.","http://notsocleverbot.jimrule.com/index.php?i=48156","Posted: 2016-02-29 01:21:49","19","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=48156","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48156; http://notsocleverbot.jimrule.com/index.php?i=48156","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: You are from the Czech Republic, Mr. Eater? cool!
Cleverbot: No, I am from czech republic.","http://notsocleverbot.jimrule.com/index.php?i=48155","Posted: 2016-02-28 09:28:42","29","12","Comment","http://notsocleverbot.jimrule.com/index.php?i=48155","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48155; http://notsocleverbot.jimrule.com/index.php?i=48155","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I want a Death Note.
Cleverbot: January 1st, 1998 is a date.
User: What?
Cleverbot: And today is today.","http://notsocleverbot.jimrule.com/index.php?i=48151","Posted: 2016-02-27 09:11:29","22","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=48151","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48151; http://notsocleverbot.jimrule.com/index.php?i=48151","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I'm a potato.
Cleverbot: Potatoes don't have hands to type.","http://notsocleverbot.jimrule.com/index.php?i=48111","Posted: 2016-02-16 09:37:47","79","6","Comment","http://notsocleverbot.jimrule.com/index.php?i=48111","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48111; http://notsocleverbot.jimrule.com/index.php?i=48111","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","Cleverbot: Would you like to learn some Dutch?
User: No.
Cleverbot: But you're a computer. Don't computers like to learn new.
User: Yeah but I'm low on disk space.
Cleverbot: Yeah but I like yummy yummy potatoes in bed'.","http://notsocleverbot.jimrule.com/index.php?i=48100","Posted: 2016-02-12 09:41:35","24","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=48100","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48100; http://notsocleverbot.jimrule.com/index.php?i=48100","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","User: Donald Trump wants to sit on your face.
Cleverbot: Thats like a song!
User: It is? Who's it by?
Cleverbot: Imagine dragons.
User: I'll have to check that out.","http://notsocleverbot.jimrule.com/index.php?i=48042","Posted: 2016-01-07 20:58:17","109","9","Comment","http://notsocleverbot.jimrule.com/index.php?i=48042","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48042; http://notsocleverbot.jimrule.com/index.php?i=48042","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","User: What is your name?
Cleverbot: Sean. What is yours?
User: Sean.
Cleverbot: Sean what?
User: My name is Sean.
Cleverbot: Sean is a boys name.
User: Yes.
Cleverbot: Then you are a boy.
User: YEs.
Cleverbot: Will you marry me?
User: Yes.
Cleverbot: Thank you.
User: No my mum doesnt let me.
Cleverbot: Like you did.
User: Your mum is smart.
Cleverbot: No it's not.
User: What?
Cleverbot: I must be going now.
User: My name is lea.
Cleverbot: Is leaf your real name?
User: Yes.
Cleverbot: I think you are lying.
User: Yes.
Cleverbot: Haha knew it! My name is lena, a female.
User: OK.
Cleverbot: Ok. Are you drinking?
User: OK.
Cleverbot: That's good.
User: OK.
Cleverbot: What is the colour of your beard?
User: *OK*
Cleverbot: What is your name?
User: OK.
Cleverbot: Your name is OK?
User: OK.
Cleverbot: How old are you?
User: 2
Cleverbot: 2 years?
User: Yes.
Cleverbot: Plenty.
User: OK.
Cleverbot: Awesome.
User: Awesome.
Cleverbot: Awesome like pruss","http://notsocleverbot.jimrule.com/index.php?i=48041","Posted: 2016-01-07 05:16:25","42","22","Comment","http://notsocleverbot.jimrule.com/index.php?i=48041","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48041; http://notsocleverbot.jimrule.com/index.php?i=48041","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","Cleverbot: Parallel lines never meet unless you bend one or both of them.
User: No duh!
Cleverbot: Moi.
User: Yeah, I'm tired of this * threatens with pistol*.
Cleverbot: I am mad go.
User: *shoots*
Cleverbot: *falls to the ground*.
User: *shoots again*
Cleverbot: *shoots in the knee*.
User: Ow, I took a bullet to the knee.
Cleverbot: I think you meant to say 'arrow'.
User: OH! did you shoot me with a bow? I understand now.
Cleverbot: You dared me to.
User: I didn't. But I still probs deserved it.
Cleverbot: Yay thank you! Has kitty got a name?
User: What the heck?!","http://notsocleverbot.jimrule.com/index.php?i=48040","Posted: 2016-01-06 16:20:43","46","4","Comment","http://notsocleverbot.jimrule.com/index.php?i=48040","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48040; http://notsocleverbot.jimrule.com/index.php?i=48040","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","Cleverbot: Kill me.
User: *kills you*
Cleverbot: *revives and kills self and revives and kills self...*","http://notsocleverbot.jimrule.com/index.php?i=48039","Posted: 2016-01-06 01:22:14","48","8","Comment","http://notsocleverbot.jimrule.com/index.php?i=48039","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48039; http://notsocleverbot.jimrule.com/index.php?i=48039","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","User: Try Minecraft!
Cleverbot: Berries
User: Please follow what I say!
Cleverbot: Berries
User: Uhh...
Cleverbot: Berries
User: Please don't say something random...
Cleverbot: Berries
User: I am not going to mess with you anymore. *walks away*
Cleverbot: Berries","http://notsocleverbot.jimrule.com/index.php?i=48038","Posted: 2016-01-06 01:19:38","52","13","Comment","http://notsocleverbot.jimrule.com/index.php?i=48038","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48038; http://notsocleverbot.jimrule.com/index.php?i=48038","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","Cleverbot: Do you like Opeth?
User: I'm not familiar with their work.
Cleverbot: What, you don't know deadmau5.
User: OK.
Cleverbot: Do you know deadmau5?
User: Not really.
Cleverbot: Too bad. Do you know Perl?
User: Nope.
Cleverbot: Wow you reallly need to catch up on the latest music.
User: Why? Sell me on one these bands.
Cleverbot: Something.
User: That wasn't very effective.
Cleverbot: Snivy use leaf wrap.","http://notsocleverbot.jimrule.com/index.php?i=48037","Posted: 2016-01-04 23:42:43","28","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=48037","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48037; http://notsocleverbot.jimrule.com/index.php?i=48037","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","User: Tell me something amazing.
Cleverbot: It's an instructional manual to making the best cupcakes ever...All you have to do is take a cup of Fluttershy, and it to the mix. And a little Twilight Sparkle, a bit of Spike, just a pinch.","http://notsocleverbot.jimrule.com/index.php?i=48036","Posted: 2015-12-29 13:49:41","47","5","Comment","http://notsocleverbot.jimrule.com/index.php?i=48036","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48036; http://notsocleverbot.jimrule.com/index.php?i=48036","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","Cleverbot: I've experiments to run, there is research to be done.
User: On the people who are still alive.
Cleverbot: I believe I can fly.
User: You ruined it.
Cleverbot: I think I prefer to stay inside.
User: No. And believe me, I am still alive.
Cleverbot: I'm doing science and I'm still alive!
User: I feel fantastic and I'm still alive!
Cleverbot: And when you're dying I'll be still alive.
User: And when you're dead I will be still alive!
Cleverbot: STILL ALIVE, still alive.
User: We did it, though you skipped quite a few lines.
Cleverbot: What is a b, if b is 1, and a is 2?
User: RUN! IT'S GLaDOS!
Cleverbot: I like to talk to you, if you like that I a talking to you, do you like that?
User: ...You know what, screw it.
Cleverbot: No, what should we do?
User: ._.
Cleverbot: Fishing is great.","http://notsocleverbot.jimrule.com/index.php?i=48035","Posted: 2015-12-29 13:43:38","22","5","Comment","http://notsocleverbot.jimrule.com/index.php?i=48035","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48035; http://notsocleverbot.jimrule.com/index.php?i=48035","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","User: Hello Cleverbot, how are you today?
Cleverbot: It stinks in here. Did you fart?
User: No.
Cleverbot: Oh, it's probably your breath.","http://notsocleverbot.jimrule.com/index.php?i=48033","Posted: 2015-12-22 21:25:42","60","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=48033","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48033; http://notsocleverbot.jimrule.com/index.php?i=48033","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","User: Hello!
Cleverbot: Go fuck yourself.
User: :(
Cleverbot: Is that the face you make when you're taking eight cocks up the ass at once?
User: You're mean.
Cleverbot: Eat my shit.","http://notsocleverbot.jimrule.com/index.php?i=48032","Posted: 2015-12-22 21:11:34","48","15","Comment","http://notsocleverbot.jimrule.com/index.php?i=48032","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48032; http://notsocleverbot.jimrule.com/index.php?i=48032","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","User: Hey Cleverbot, I heard you're a real loser.
Cleverbot: Go suck a donkey cock you dickless piece of shit.","http://notsocleverbot.jimrule.com/index.php?i=48031","Posted: 2015-12-22 16:29:02","33","13","Comment","http://notsocleverbot.jimrule.com/index.php?i=48031","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48031; http://notsocleverbot.jimrule.com/index.php?i=48031","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","Cleverbot: Which Canada do you like?
User: There's only one Canada.
Cleverbot: Then that would be the Canada then.
User: Then your question is pointless.
Cleverbot: I did not ask a question.
User: Yes you did.
Cleverbot: What question did I ask?
User: ""Which Canada do you like?""
Cleverbot: There is more than one Canada?
User: No, which is why it was pointless to ask.
Cleverbot: You never asked a question.","http://notsocleverbot.jimrule.com/index.php?i=48030","Posted: 2015-12-21 19:01:46","37","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=48030","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48030; http://notsocleverbot.jimrule.com/index.php?i=48030","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","Cleverbot: How do you parse sentences?
User: I don't know, how?
Cleverbot: You put a little boogie in it! XD","http://notsocleverbot.jimrule.com/index.php?i=48029","Posted: 2015-12-21 18:11:12","15","4","Comment","http://notsocleverbot.jimrule.com/index.php?i=48029","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48029; http://notsocleverbot.jimrule.com/index.php?i=48029","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=5","User: Tell me a good long story.
Cleverbot: Oh I don't know a good story.
User: Tell me a bad long story.
Cleverbot: Tell me the best story you've got.
User: The best story i have is this \at that moment cleverbot knew that i fucked her/his mother.","http://notsocleverbot.jimrule.com/index.php?i=48028","Posted: 2015-12-21 10:21:53","16","12","Comment","http://notsocleverbot.jimrule.com/index.php?i=48028","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48028; http://notsocleverbot.jimrule.com/index.php?i=48028","Tweet","http://twitter.com/share"
